Data set,Ligand InChI,LogBIO,PubChem SID,BS+AICc,BS+r2a,FS+AIC,FS+BIC,FS+r2a,FS+RIC1,FS+RIC2,FS+RIC3,FS+RIC4
Test set,"InChI=1S/C18H21ClN2O2/c1-9-15(10(2)23-21-9)11-7-12-14(8-13(11)19)20-18(5,6)16(22)17(12,3)4/h7-8,20H,1-6H3",6.394695,318472955,7.7,,7.802,7.393,8.238,7.802,7.802,7.802,7.802
Test set,"InChI=1S/C20H27IO2/c1-19-8-6-16-15-5-3-14(22)12-13(15)2-4-17(16)18(19)7-9-20(19,23)10-11-21/h10-12,15-18,23H,2-9H2,1H3/b11-10+",8.742321,103936216,8.033,8.244,8.581,8.108,8.613,8.581,8.581,8.581,8.581
Test set,"InChI=1S/C23H23NO2/c1-6-8-18-22-15(21-17(25-5)9-7-10-19(21)26-18)11-12-16-20(22)14(2)13-23(3,4)24-16/h1,7,9-13,18,24H,8H2,2-5H3",6.119186,104002702,6.222,5.138,5.928,7.559,5.797,5.928,5.928,5.928,5.928
Test set,"InChI=1S/C25H31NO/c1-5-6-7-8-13-22-24-19(18-11-9-10-12-21(18)27-22)14-15-20-23(24)17(2)16-25(3,4)26-20/h9-12,14-16,22,26H,5-8,13H2,1-4H3",7.638272,103966330,8.33,8.749,8.07,8.337,7.971,8.07,8.07,8.07,8.07
Test set,"InChI=1S/C17H15N3O2S/c1-20-11-16(13-5-3-12(10-18)4-6-13)15-8-7-14(9-17(15)20)19-23(2,21)22/h3-9,11,19H,1-2H3",7.552842,125087038,8.832,7.961,8.688,7.739,8.521,8.688,8.688,8.688,8.688
Test set,"InChI=1S/C24H24ClFN2OS/c1-23-13-28-14-27-22(15-6-8-17(26)9-7-15)18(28)12-16(23)4-3-5-19(23)24(2,29)20-10-11-21(25)30-20/h6-12,14,19,29H,3-5,13H2,1-2H3/t19-,23-,24-/m0/s1",6.388277,104158173,6.781,6.905,6.686,7.546,7.083,6.686,6.686,6.686,6.686
Test set,"InChI=1S/C22H25ClN2O/c1-12-11-15(14-8-6-7-13-9-10-24-19(13)14)17(23)16-18(12)25-22(4,5)20(26)21(16,2)3/h6-11,20,24-26H,1-5H3",5.886057,125084157,6.385,5.659,6.044,6.523,6.165,6.044,6.044,6.044,6.044
Test set,"InChI=1S/C26H23FN2O/c1-15-13-26(3,4)29-21-7-6-19-20-12-18(27)5-8-22(20)30-23(25(19)24(15)21)11-17-9-10-28-14-16(17)2/h5-14,29H,1-4H3/b23-11-",8.853872,104024110,8.406,8.929,9.069,8.404,8.906,9.069,9.069,9.069,9.069
Test set,"InChI=1S/C21H21F2N3O2/c1-10-9-24-18-11(10)6-5-7-12(18)15-13(22)8-14-16(17(15)23)19(26-28-4)20(27)21(2,3)25-14/h5-9,20,24-25,27H,1-4H3/b26-19-",5.420216,131343597,5.999,6.623,5.911,5.252,6.844,5.911,5.911,5.911,5.911
Test set,"InChI=1S/C19H20N2OS/c1-11-8-13(10-20)23-16(11)12-6-7-15-14(9-12)18(2,3)17(22)19(4,5)21-15/h6-9,21H,1-5H3",8.408935,103985758,7.99,7.665,7.706,7.873,8.246,7.706,7.706,7.706,7.706
Test set,"InChI=1S/C24H20FNO2/c1-14-13-24(2,3)26-19-8-7-17-18-11-15(25)6-9-20(18)28-21(23(17)22(14)19)12-16-5-4-10-27-16/h4-13,26H,1-3H3/b21-12-",8.327902,104024089,8.321,8.446,8.02,8.568,8.029,8.02,8.02,8.02,8.02
Test set,"InChI=1S/C19H18BrN/c1-11-10-19(2,3)21-17-7-6-15-14-5-4-13(20)8-12(14)9-16(15)18(11)17/h4-8,10,21H,9H2,1-3H3",6.69897,103965713,,,7.08,7.566,6.808,7.08,7.08,7.08,7.08
